template_id,segment_id,segment_name,lifecycle_stage,phase_number,phase_name,day_range,primary_goal,theme,tone,title_en,body_en,cta_en,title_hi,body_hi,cta_hi,hook_type,format_type,feature_ref,iteration,ctr,engagement_rate,uninstall_rate,theme_samples,performance_status,source_template_id
TPL_SEG_01_PREMIUM_AFFIRMATION_01,SEG_01,High-Active Power Users,paid,4,Premium Affirmation,Days 8–10,Increase exercise completion rate by 20% within the first week post-conversion,Epic Meaning,Motivational,Boost Your Streak Today!,Complete today's session to keep your streak alive.,Open Now,आज के सत्र में अपनी स्ट्रीक बढ़ाएं!,आज का सत्र पूरा करने से आपकी स्ट्रीक जीवित रहेगी।,अब खोलें,Epic Meaning,challenge,general,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_PREMIUM_AFFIRMATION_01
TPL_SEG_01_PREMIUM_AFFIRMATION_02,SEG_01,High-Active Power Users,paid,4,Premium Affirmation,Days 8–10,Increase exercise completion rate by 20% within the first week post-conversion,Epic Meaning,Motivational,Ready to Beat Yesterday?,Your last score was 72. Can you top it in 5 minutes today?,Start Now,आज को पिछले दिन से बेहतर बनाएं!,आपकी पिछली रेटिंग 72 थी। आज के 5 मिनट में इसे बढ़ा सकते हैं?,शुरू करें,Epic Meaning,question_hook,general,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_PREMIUM_AFFIRMATION_02
TPL_SEG_01_PREMIUM_AFFIRMATION_03,SEG_01,High-Active Power Users,paid,4,Premium Affirmation,Days 8–10,Increase exercise completion rate by 20% within the first week post-conversion,Epic Meaning,Motivational,Your Progress Matters,"5 lessons completed, 50 coins waiting to be spent.",Redeem Now,आपकी प्रगति महत्वपूर्ण है!,आठ सत्र पूरे करने के बाद आपको 50 सिक्के मिलेंगे। इन्हें अब खरीदें।,अब खरीदें,Epic Meaning,social_proof,coins,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_PREMIUM_AFFIRMATION_03
TPL_SEG_01_PREMIUM_AFFIRMATION_04,SEG_01,High-Active Power Users,paid,4,Premium Affirmation,Days 8–10,Increase exercise completion rate by 20% within the first week post-conversion,Epic Meaning,Motivational,Unlock Your Next Badge,"Day 5 challenge unlocked, tackle today's session.",Tackle Now,आगे की बैज को लॉक करें!,"आठवें दिन का चैलेंज खुल गया, आज के सत्र पर ध्यान दें।",अब हमला करें,Epic Meaning,challenge,badge,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_PREMIUM_AFFIRMATION_04
TPL_SEG_01_PREMIUM_AFFIRMATION_05,SEG_01,High-Active Power Users,paid,4,Premium Affirmation,Days 8–10,Increase exercise completion rate by 20% within the first week post-conversion,Epic Meaning,Motivational,Tip: Boost Your Progress,"10 minutes daily beats 2 hours weekly, start now.",Start Now,टिप: प्रगति बढ़ाएं!,"दिन में 10 मिनट से ही दो घंटे की तुलना में बेहतर रहें, अब शुरू करें।",अब शुरू करें,Epic Meaning,insight_tip,progress,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_PREMIUM_AFFIRMATION_05
TPL_SEG_01_DEEP_IMMERSION_01,SEG_01,High-Active Power Users,paid,5,Deep Immersion,Days 11–15,Increase exercise completion rate by 20% within the next 7 days,Empowerment,Friendly,Boost Your Streak Today,3 minutes to keep your streak alive. Open now!,Start Session,आज स्ट्रीक को बढ़ाएं,3 मिनट में अपने स्ट्रीक को जीवित रखें। अब खोलें!,सेशन शुरू करें,Epic Meaning,direct_cta,general,1,0.175,0.47500000000000003,0.00775,4,GOOD,TPL_SEG_01_DEEP_IMMERSION_01
TPL_SEG_01_DEEP_IMMERSION_02,SEG_01,High-Active Power Users,paid,5,Deep Immersion,Days 11–15,Increase exercise completion rate by 20% within the next 7 days,Empowerment,Friendly,Ready to Beat Yesterday?,Your last score was 72. Can you top it in 5 minutes today?,Try Now,आज को पिछले स्कोर से आगे ले जाएं,आपका अंतिम स्कोर 72 था। आज 5 मिनट में इसे पार कर सकते हैं?,अब आजमाएं,Empowerment,question_hook,insight_tip,1,0.175,0.47500000000000003,0.00775,4,GOOD,TPL_SEG_01_DEEP_IMMERSION_02
TPL_SEG_01_DEEP_IMMERSION_03,SEG_01,High-Active Power Users,paid,5,Deep Immersion,Days 11–15,Increase exercise completion rate by 20% within the next 7 days,Empowerment,Friendly,"1,400 Learners Practiced Today",Don't fall behind — your peers are moving forward. Join them now.,Join Now,आज 1400 लोगों ने अभ्यास किया है,अपने साथी को पीछे नहीं छोड़ें — आपके दोस्त आगे बढ़ रहे हैं। उन्हें अब शामिल करें!,अब शुरू करें,Empowerment,social_proof,challenge,1,0.175,0.47500000000000003,0.00775,4,GOOD,TPL_SEG_01_DEEP_IMMERSION_03
TPL_SEG_01_DEEP_IMMERSION_04,SEG_01,High-Active Power Users,paid,5,Deep Immersion,Days 11–15,Increase exercise completion rate by 20% within the next 7 days,Empowerment,Friendly,Tip: 10 min daily beats 2 hr weekly,Consistency builds fluency. One short session now keeps progress compounding.,Start Session,सुझाव: दैनिक 10 मिनट अधिक से अधिक हफ्ते की तुलना में 2 घंटे से अधिक,निरंतरता भाषण की fluency बनाती है। एक छोटी सी सेशन अब प्रगति जोड़ती है!,सेशन शुरू करें,Empowerment,insight_tip,challenge,1,0.175,0.47500000000000003,0.00775,4,GOOD,TPL_SEG_01_DEEP_IMMERSION_04
TPL_SEG_01_DEEP_IMMERSION_05,SEG_01,High-Active Power Users,paid,5,Deep Immersion,Days 11–15,Increase exercise completion rate by 20% within the next 7 days,Empowerment,Friendly,Day 5 Challenge Unlocked,You're on a roll — tackle today's challenge to unlock your next badge.,Take On Challenge,दिन 5 चुनौती खुल गई है,आप तेजी से चल रहे हैं — आज की चुनौती को पार करने पर अगला बैज खोजें!,चुनौती लें,Empowerment,challenge,general,1,0.175,0.47500000000000003,0.00775,4,GOOD,TPL_SEG_01_DEEP_IMMERSION_05
TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_01,SEG_01,High-Active Power Users,paid,6,Social & Expansion Drive,Days 16–20,Increase Monthly Retention by 10% through Social Accountability and Referral Programs,Epic Meaning,Motivational,Unlock Your Potential,Complete today's session to boost your streak and progress.,Start Now,अपने संभावनाओं को खोलें,आज की सत्र को पूरा करने से आपकी स्ट्रीक और प्रगति बढ़ेगी।,शुरू करें,Epic Meaning,direct_cta,general,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_01
TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_02,SEG_01,High-Active Power Users,paid,6,Social & Expansion Drive,Days 16–20,Increase Monthly Retention by 10% through Social Accountability and Referral Programs,Epic Meaning,Motivational,Ready to Beat Yesterday?,Your last score was 72. Can you top it in 5 minutes today?,Try Again,आज को पीछे छोड़ना तैयार हैं?,आपकी पिछली स्कोर थी 72। आज 5 मिनट में इसे पूरा कर सकते हैं?,फिर से देखें,Epic Meaning,question_hook,general,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_02
TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_03,SEG_01,High-Active Power Users,paid,6,Social & Expansion Drive,Days 16–20,Increase Monthly Retention by 10% through Social Accountability and Referral Programs,Epic Meaning,Motivational,"1,400 Learners Practiced Today",Don't fall behind — your peers are moving forward. Join them now.,Join Now,आज 1400 सीखने वालों ने अभ्यास किया है,अपनी पीछे पड़ने से बचें — आपके दोस्त आगे बढ़ रहे हैं। उन्हें अब शामिल करें।,अब शुरू करें,Epic Meaning,social_proof,general,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_03
TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_04,SEG_01,High-Active Power Users,paid,6,Social & Expansion Drive,Days 16–20,Increase Monthly Retention by 10% through Social Accountability and Referral Programs,Epic Meaning,Motivational,Tip: 10 min daily beats 2 hr weekly,Consistency builds fluency. One short session now keeps progress compounding.,Start Your Session,सुझाव: दैनिक 10 मिनट से 2 घंटे की हफ्ते में अधिक प्रगति करते हैं,"निरंतरता भाषण की ताकत बनाती है। एक छोटी सत्र को अब शुरू करें, और प्रगति जारी रखें।",आज की सत्र शुरू करें,Epic Meaning,insight_tip,general,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_04
TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_05,SEG_01,High-Active Power Users,paid,6,Social & Expansion Drive,Days 16–20,Increase Monthly Retention by 10% through Social Accountability and Referral Programs,Epic Meaning,Motivational,Day 5 Challenge Unlocked,You're on a roll — tackle today's challenge to unlock your next badge.,Take the Challenge,दिन 5 चैलेंज खुला है,आपकी रोल में हैं — आज के चैलेंज को पूरा करके अगले बैज को खुलाएं।,चैलेंज लें,Epic Meaning,challenge,general,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_SOCIAL___EXPANSION_DRIVE_05
TPL_SEG_01_OVERCOMING_THE_SLUMP_01,SEG_01,High-Active Power Users,paid,7,Overcoming the Slump,Days 21–25,Re-engage High-Active Power Users with personalized win-back content and limited-time offer,Epic Meaning,Motivational,Your 7-day streak is at risk!,Only 2 days left in your trial! Complete today's session to keep it alive.,Open Now,अपनी 7 दिनों की स्ट्रीक खतरे में है!,आपका ट्रायल समय शुरू होने वाला है। आज सेशन खोलें और इसे बचाएं.,अब खोलें,Loss Avoidance,direct_cta,Streaks,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_OVERCOMING_THE_SLUMP_01
TPL_SEG_01_OVERCOMING_THE_SLUMP_02,SEG_01,High-Active Power Users,paid,7,Overcoming the Slump,Days 21–25,Re-engage High-Active Power Users with personalized win-back content and limited-time offer,Epic Meaning,Motivational,Ready to beat yesterday?,Your last score was 72. Can you top it in 5 minutes today?,Start Today's Session,क्या आप कल की तुलना में बेहतर कर सकते हैं?,आपका अंतिम स्कोर था। आज 5 मिनट में इसे पार कर सकते हैं?,आज का सेशन शुरू करें,Epic Meaning,question_hook,Scores,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_OVERCOMING_THE_SLUMP_02
TPL_SEG_01_OVERCOMING_THE_SLUMP_03,SEG_01,High-Active Power Users,paid,7,Overcoming the Slump,Days 21–25,Re-engage High-Active Power Users with personalized win-back content and limited-time offer,Epic Meaning,Motivational,"1,400 learners practiced today",Don't fall behind — your peers are moving forward. Join them now.,Join the Movement,आज 1400 सीखने वालों ने अभ्यास किया!,अपनी प्रतिद्वंद्वियों को आगे बढ़ने दें — उन्हें अब शामिल हों.,संगठित होने के लिए,Epic Meaning,social_proof,Learners,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_OVERCOMING_THE_SLUMP_03
TPL_SEG_01_OVERCOMING_THE_SLUMP_04,SEG_01,High-Active Power Users,paid,7,Overcoming the Slump,Days 21–25,Re-engage High-Active Power Users with personalized win-back content and limited-time offer,Epic Meaning,Motivational,Tip: 10 min daily beats 2 hr weekly,Consistency builds fluency. One short session now keeps progress compounding.,Start Your Session,टिप: दैनिक 10 मिनट से 2 घंटे की हफ्ते में अधिक बनता है!,निरंतरता भाषण की स्पष्टता बनाती है। एक छोटी सी सेशन अब प्रगति जोड़ता है.,आज का सेशन शुरू करें,Epic Meaning,insight_tip,Practice,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_OVERCOMING_THE_SLUMP_04
TPL_SEG_01_OVERCOMING_THE_SLUMP_05,SEG_01,High-Active Power Users,paid,7,Overcoming the Slump,Days 21–25,Re-engage High-Active Power Users with personalized win-back content and limited-time offer,Epic Meaning,Motivational,Day 5 Challenge Unlocked,You're on a roll — tackle today's challenge to unlock your next badge.,Take the Challenge,दिन 5 चुनौती खुल गई!,आपकी गति में है — आज की चुनौती को पूरा करके अगली बैज को खोलें.,चुनौती लें,Epic Meaning,challenge,Badges,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_OVERCOMING_THE_SLUMP_05
TPL_SEG_01_ROI_DEMONSTRATION_01,SEG_01,High-Active Power Users,paid,8,ROI Demonstration,Days 26–28,Increase monthly retention by 15% through personalized win-back content and limited-time offers,Epic Meaning,Motivational,Start Today's Session,Three minutes is all it takes. Open now and keep your streak alive.,Open Now,आज की सेशन शुरू करें,तीन मिनट ही पर्याप्त हैं। अब खुलो और अपने स्ट्रीक को जीवित रखो।,अब खोलें,Epic Meaning,direct_cta,general,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_ROI_DEMONSTRATION_01
TPL_SEG_01_ROI_DEMONSTRATION_02,SEG_01,High-Active Power Users,paid,8,ROI Demonstration,Days 26–28,Increase monthly retention by 15% through personalized win-back content and limited-time offers,Epic Meaning,Motivational,Ready to Beat Yesterday?,Your last score was 72. Can you top it in 5 minutes today?,Beat Today,आज को पिछले दिन से बेहतर करें,आपका अंतिम स्कोर था। आज तीन मिनट में इसे बढ़ाएं?,आज बढ़ाएं,Epic Meaning,question_hook,ROI Demonstration,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_ROI_DEMONSTRATION_02
TPL_SEG_01_ROI_DEMONSTRATION_03,SEG_01,High-Active Power Users,paid,8,ROI Demonstration,Days 26–28,Increase monthly retention by 15% through personalized win-back content and limited-time offers,Epic Meaning,Motivational,Your Progress Unlocked!,You're on a roll — tackle today's challenge to unlock your next badge.,Unlock Now,आपकी प्रगति खुल जाए!,आप अभी भी चल रहे हैं — आज का चुनौती नेविगेट करें और अगला बैज खोजें।,अब खोलें,Epic Meaning,challenge,general,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_ROI_DEMONSTRATION_03
TPL_SEG_01_ROI_DEMONSTRATION_04,SEG_01,High-Active Power Users,paid,8,ROI Demonstration,Days 26–28,Increase monthly retention by 15% through personalized win-back content and limited-time offers,Epic Meaning,Motivational,Tip: Consistency Beats Fluency,Consistency builds fluency. One short session now keeps progress compounding.,Start Now,टिप: स्थिरता ही प्रवाह की कुंजी है,स्थिरता प्रवाह बनाती है। अब तीन मिनट की एक छोटी सेशन में आपके प्रगति को बढ़ाएं।,अब शुरू करें,Epic Meaning,insight_tip,ROI Demonstration,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_ROI_DEMONSTRATION_04
TPL_SEG_01_ROI_DEMONSTRATION_05,SEG_01,High-Active Power Users,paid,8,ROI Demonstration,Days 26–28,Increase monthly retention by 15% through personalized win-back content and limited-time offers,Epic Meaning,Motivational,You're Not Alone!,3 friends joined this week. Invite more and stay in the game.,Invite Now,आपके साथ हमारा एक दोस्त है!,इस सप्ताह 3 दोस्तों ने शामिल हुए। अपने दोस्तों को आमंत्रित करें और खेल में रहें।,अब आमंत्रित करें,Social Influence,social_proof,ROI Demonstration,1,0.174,0.466,0.0076,5,GOOD,TPL_SEG_01_ROI_DEMONSTRATION_05
TPL_SEG_01_RETENTION___RENEWAL_01,SEG_01,High-Active Power Users,paid,9,Retention & Renewal,Days 29–30,Increase monthly retention by 10% through personalized win-back content and limited-time offers,Empowerment,Motivational,Start Today's Session,Three minutes is all it takes. Open now and keep your streak alive.,Open Now,आज की सेशन शुरू करें,तीन मिनट है सब कुछ। खोलें और अपने स्ट्रीक लाइफ को जारी रखें।,खोलें,Epic Meaning,direct_cta,Sia,1,0.175,0.47500000000000003,0.00775,4,GOOD,TPL_SEG_01_RETENTION___RENEWAL_01
TPL_SEG_01_RETENTION___RENEWAL_02,SEG_01,High-Active Power Users,paid,9,Retention & Renewal,Days 29–30,Increase monthly retention by 10% through personalized win-back content and limited-time offers,Empowerment,Motivational,Ready to Beat Yesterday?,Your last score was 72. Can you top it in 5 minutes today?,Try Now,आज की तुलना में बेहतर होने के लिए तैयार हैं?,आपकी पिछली स्कोर थी 72। आज 5 मिनट में इसे पूरा कर सकते हैं?,न्यून,Empowerment,question_hook,Exercise Completion,1,0.175,0.47500000000000003,0.00775,4,GOOD,TPL_SEG_01_RETENTION___RENEWAL_02
TPL_SEG_01_RETENTION___RENEWAL_03,SEG_01,High-Active Power Users,paid,9,Retention & Renewal,Days 29–30,Increase monthly retention by 10% through personalized win-back content and limited-time offers,Empowerment,Motivational,"1,400 Learners Practiced Today",Don't fall behind — your peers are moving forward. Join them now.,Join Now,आज 1400 सीखने वालों ने प्रयास किया है,अपने दोस्तों से आगे नहीं जाने दें — उनकी ओर बढ़ रहे हैं। उन्हें अब शामिल करें।,अब शामिल हो,Empowerment,social_proof,Leaderboard,1,0.175,0.47500000000000003,0.00775,4,GOOD,TPL_SEG_01_RETENTION___RENEWAL_03
TPL_SEG_01_RETENTION___RENEWAL_04,SEG_01,High-Active Power Users,paid,9,Retention & Renewal,Days 29–30,Increase monthly retention by 10% through personalized win-back content and limited-time offers,Empowerment,Motivational,Tip: 10 min Daily Beats 2 hr Weekly,Consistency builds fluency. One short session now keeps progress compounding.,Start Now,टिप्पणी: दैनिक 10 मिनट का प्रयास 2 घंटे साप्ताहिक से अधिक है,निरंतरता भाषा की ताकत बनाती है। एक छोटे से सत्र को अब शुरू करें और प्रगति को जारी रखें।,शुरू करें,Empowerment,insight_tip,Pronunciation Accuracy,1,0.175,0.47500000000000003,0.00775,4,GOOD,TPL_SEG_01_RETENTION___RENEWAL_04
TPL_SEG_01_RETENTION___RENEWAL_05,SEG_01,High-Active Power Users,paid,9,Retention & Renewal,Days 29–30,Increase monthly retention by 10% through personalized win-back content and limited-time offers,Empowerment,Motivational,Day 5 Challenge Unlocked,You're on a roll — tackle today's challenge to unlock your next badge.,Take On Challenge,दिन 5 चैलेंज लॉक किया गया है,आपकी रोल में हैं — आज के चैलेंज को स्वीकार करें और अगले बैज को खोजें।,चैलेंज लेना,Empowerment,challenge,Streak Milestone,1,0.175,0.47500000000000003,0.00775,4,GOOD,TPL_SEG_01_RETENTION___RENEWAL_05
TPL_SEG_04_PREMIUM_AFFIRMATION_01,SEG_04,Moderate-Active Feature Enthusiasts,paid,4,Premium Affirmation,Days 8–10,Validate the purchase decision and eliminate buyer's remorse by showcasing exclusive premium content and reinforcing identity as a committed user,Epic Meaning,Motivational,Train for Victory,Unlock exclusive premium content and exercises to boost your streak,Get Started Now,सही दिशा में प्रशिक्षण,अनोखे प्रीमियम सामग्री को खोजें और अपनी स्ट्रीक बढ़ाएं,शुरू करें अब,Epic Meaning,direct_cta,AI Tutor,1,0.09666666666666666,0.29,0.013666666666666666,3,NEUTRAL,TPL_SEG_04_PREMIUM_AFFIRMATION_01
TPL_SEG_04_PREMIUM_AFFIRMATION_02,SEG_04,Moderate-Active Feature Enthusiasts,paid,4,Premium Affirmation,Days 8–10,Validate the purchase decision and eliminate buyer's remorse by showcasing exclusive premium content and reinforcing identity as a committed user,Epic Meaning,Motivational,Build Your Streak Foundation,Unlock exclusive premium content and boost your daily practice with Sia.,Start Building Now,स्ट्रीक का आधार बनाएं,सिया से दैनिक अभ्यास में सुधार करें और प्रीमियम सामग्री तक पहुंचें।,शुरू करें,Epic Meaning,question_hook,Progress Reports,1,0.09666666666666666,0.29,0.013666666666666666,3,NEUTRAL,TPL_SEG_04_PREMIUM_AFFIRMATION_02
TPL_SEG_04_PREMIUM_AFFIRMATION_03,SEG_04,Moderate-Active Feature Enthusiasts,paid,4,Premium Affirmation,Days 8–10,Validate the purchase decision and eliminate buyer's remorse by showcasing exclusive premium content and reinforcing identity as a committed user,Epic Meaning,Motivational,Level Up Your Streak,Unlock exclusive premium content and boost your progress with our latest feature,Start Now,ब् एलैगािीद,ब् एलैगािीदँािीनवािीत,ँािीदँ,Epic Meaning,social_proof,Leaderboard & Community,1,0.09666666666666666,0.29,0.013666666666666666,3,NEUTRAL,TPL_SEG_04_PREMIUM_AFFIRMATION_03
TPL_SEG_04_PREMIUM_AFFIRMATION_04,SEG_04,Moderate-Active Feature Enthusiasts,paid,4,Premium Affirmation,Days 8–10,Validate the purchase decision and eliminate buyer's remorse by showcasing exclusive premium content and reinforcing identity as a committed user,Epic Meaning,Motivational,Tip: Boost Your Fluency,Master the art of speaking with our expert tips.,Continue Now,टिप: अपनी भाषा कौशल को बढ़ाएं,विशेषज्ञ से मिलें और अपनी भाषा कौशल को बढ़ाएं.,जारी रखें,Epic Meaning,insight_tip,Role-Based Practice Scenarios,1,0.09666666666666666,0.29,0.013666666666666666,3,NEUTRAL,TPL_SEG_04_PREMIUM_AFFIRMATION_04
TPL_SEG_04_PREMIUM_AFFIRMATION_05,SEG_04,Moderate-Active Feature Enthusiasts,paid,4,Premium Affirmation,Days 8–10,Validate the purchase decision and eliminate buyer's remorse by showcasing exclusive premium content and reinforcing identity as a committed user,Epic Meaning,Motivational,Day 5 Challenge Unlocked,Tackle today's challenge and unlock your next badge.,Continue Now,आज का दिन ५ चैलेंज लॉक हुआ,आज के चैलेंज को पूरा करें और अगले बैज को लॉक करें।,जारी रखें,Epic Meaning,challenge,Gamification System,1,0.09666666666666666,0.29,0.013666666666666666,3,NEUTRAL,TPL_SEG_04_PREMIUM_AFFIRMATION_05
TPL_SEG_04_DEEP_IMMERSION_01,SEG_04,Moderate-Active Feature Enthusiasts,paid,5,Deep Immersion,Days 11–15,Increase monthly retention by 15% among moderate-active feature enthusiasts who have used the AI Tutor within the last week,Empowerment,Motivational,Train for Victory: Boost Your Streak,Complete daily sessions to outpace yesterday's progress,Start Now,"सही दिशा में चलें, स्ट्रीक को बढ़ाएं",दैनिक सत्रों को पूरा करें और कल के प्रगति से आगे रहें,शुरू करें,Empowerment,direct_cta,AI Tutor,1,0.12666666666666668,0.36999999999999994,0.011333333333333334,3,NEUTRAL,TPL_SEG_04_DEEP_IMMERSION_01
